Sex,Age,Height,Weight,NOC,Year,Season,City,Medal,Event
F,22,,,ROC,2020,Summer,Tokyo,,Swimming Women's 100 metres Backstroke
F,22,,,TUR,2020,Summer,Tokyo,Gold,Boxing Women's Flyweight
F,21,,,JPN,2020,Summer,Tokyo,Gold,"Wrestling Women's Light-Heavyweight, Freestyle"
F,32,,,SLO,2020,Summer,Tokyo,,Athletics Women's 100 metres
M,25,2,,DEN,2020,Summer,Tokyo,Bronze,Rowing Men's Lightweight Double Sculls
M,19,1.75,,NZL,2020,Summer,Tokyo,,Football Men's Football
F,25,1.62,,ROC,2020,Summer,Tokyo,,Women's Cycling BMX Racing
M,24,1.74,,POL,2020,Summer,Tokyo,,Athletics Men's Shot Put
M,19,,,JPN,2020,Summer,Tokyo,,Athletics Men's Shot Put
F,21,1.64,,JPN,2020,Summer,Tokyo,,Rhythmic Gymnastics Women's Group
F,29,,,JPN,2020,Summer,Tokyo,,Athletics Women's 100 metres
M,20,1.86,,JPN,2020,Summer,Tokyo,,Taekwondo Men's Flyweight
M,26,1.81,,JPN,2020,Summer,Tokyo,Gold,Men's Baseball/Softball
M,26,,,JPN,2020,Summer,Tokyo,,Taekwondo Men's Flyweight
M,21,,,JPN,2020,Summer,Tokyo,,Water Polo Men's Water Polo
M,18,1.89,,JPN,2020,Summer,Tokyo,,Football Men's Football
M,37,1.85,,DEN,2020,Summer,Tokyo,Silver,Handball Men's Handball
M,26,,,LAT,2020,Summer,Tokyo,,Modern Pentathlon Men's Individual
M,30,,,SWE,2020,Summer,Tokyo,,Men's Equestrian
M,27,,,UKR,2020,Summer,Tokyo,,"Fencing Men's Foil, Individual"
M,24,,,BLR,2020,Summer,Tokyo,,Judo Men's Extra-Lightweight
F,26,1.74,,UKR,2020,Summer,Tokyo,Bronze,"Tennis Women's Singles, Covered Courts"
M,21,,,AUS,2020,Summer,Tokyo,,Athletics Men's Shot Put
M,39,,,IRL,2020,Summer,Tokyo,,Men's Equestrian
F,19,1.77,,POL,2020,Summer,Tokyo,,"Tennis Women's Singles, Covered Courts"
F,28,,,POL,2020,Summer,Tokyo,Gold,Athletics Women's 100 metres
F,28,,,POL,2020,Summer,Tokyo,Silver,Athletics Women's 100 metres
F,23,,,POL,2020,Summer,Tokyo,,Athletics Women's 100 metres
F,34,1.78,,UKR,2020,Summer,Tokyo,Bronze,Women's Artistic Swimming
M,25,,,CZE,2020,Summer,Tokyo,,Athletics Men's Shot Put
F,25,1.84,,ITA,2020,Summer,Tokyo,,Volleyball Women's Volleyball
F,22,1.71,,FRA,2020,Summer,Tokyo,,Athletics Women's 100 metres
F,28,,,KAZ,2020,Summer,Tokyo,,"Wrestling Women's Light-Heavyweight, Freestyle"
M,29,,,GER,2020,Summer,Tokyo,,"Fencing Men's Foil, Individual"
M,24,,,HUN,2020,Summer,Tokyo,,Swimming Men's 400 metres Freestyle
M,27,,,HUN,2020,Summer,Tokyo,Bronze,"Fencing Men's Foil, Individual"
F,32,1.75,,HUN,2020,Summer,Tokyo,,Handball Women's Handball
M,30,,,HUN,2020,Summer,Tokyo,Gold,"Fencing Men's Foil, Individual"
M,30,,,HUN,2020,Summer,Tokyo,Bronze,"Fencing Men's Foil, Individual"
F,24,,,HUN,2020,Summer,Tokyo,Bronze,Water Polo Women's Water Polo
F,24,,,HUN,2020,Summer,Tokyo,,Athletics Women's 100 metres
F,25,,,ROU,2020,Summer,Tokyo,,Table Tennis Women's Singles
M,25,,,HUN,2020,Summer,Tokyo,,Athletics Men's Shot Put
M,20,,,HUN,2020,Summer,Tokyo,,"Wrestling Men's Light-Heavyweight, Greco-Roman"
F,30,1.83,,HUN,2020,Summer,Tokyo,,Handball Women's Handball
M,31,1.95,,POL,2020,Summer,Tokyo,,Rowing Men's Lightweight Double Sculls
F,32,,,HUN,2020,Summer,Tokyo,Bronze,Water Polo Women's Water Polo
M,25,,,HUN,2020,Summer,Tokyo,,Athletics Men's Shot Put
F,33,1.72,,HUN,2020,Summer,Tokyo,,Handball Women's Handball
M,24,,,HUN,2020,Summer,Tokyo,,Table Tennis Men's Team
M,25,2.09,,CAN,2020,Summer,Tokyo,,Volleyball Men's Volleyball
F,32,,,CIV,2020,Summer,Tokyo,,Athletics Women's 100 metres
M,24,1.74,,KEN,2020,Summer,Tokyo,,Rugby Sevens Men's Rugby Sevens
M,28,,,FIJ,2020,Summer,Tokyo,,Athletics Men's Shot Put
M,26,,,NED,2020,Summer,Tokyo,,Badminton Men's Singles
F,17,,,TUR,2020,Summer,Tokyo,,Swimming Women's 100 metres Backstroke
M,24,,,JPN,2020,Summer,Tokyo,,Athletics Men's Shot Put
F,28,,,THA,2020,Summer,Tokyo,,Badminton Women's Singles
M,27,,,IRI,2020,Summer,Tokyo,,Athletics Men's Shot Put
M,23,1.96,,ESP,2020,Summer,Tokyo,,Water Polo Men's Water Polo
F,26,,,TPE,2020,Summer,Tokyo,Silver,Badminton Women's Singles
F,21,,,ROC,2020,Summer,Tokyo,Bronze,Judo Women's Half-Middleweight
M,33,1.94,,EST,2020,Summer,Tokyo,,Rowing Men's Lightweight Double Sculls
M,21,1.73,,JPN,2020,Summer,Tokyo,Gold,Men's Baseball/Softball
M,29,,,BRA,2020,Summer,Tokyo,,Judo Men's Extra-Lightweight
F,27,1.67,,HUN,2020,Summer,Tokyo,,Women's Canoe Sprint
M,22,,,HUN,2020,Summer,Tokyo,,Swimming Men's 400 metres Freestyle
F,31,1.85,,JPN,2020,Summer,Tokyo,Silver,Basketball Women's Basketball
F,20,,,BRA,2020,Summer,Tokyo,,Table Tennis Women's Singles
M,28,,,JPN,2020,Summer,Tokyo,,Athletics Men's Shot Put
M,26,1.84,,JPN,2020,Summer,Tokyo,,Swimming Men's 400 metres Freestyle
M,22,1.88,,JPN,2020,Summer,Tokyo,,Sailing Men's Two Person Dinghy
M,38,,,JPN,2020,Summer,Tokyo,,Men's Equestrian
M,19,1.88,,JPN,2020,Summer,Tokyo,,Volleyball Men's Volleyball
M,27,,,JPN,2020,Summer,Tokyo,,"Wrestling Men's Light-Heavyweight, Greco-Roman"
F,29,,,JPN,2020,Summer,Tokyo,,Triathlon Women's Olympic Distance
F,29,,,JPN,2020,Summer,Tokyo,,Modern Pentathlon Women's Individual
M,23,1.89,,JPN,2020,Summer,Tokyo,,Volleyball Men's Volleyball
F,22,1.66,,JPN,2020,Summer,Tokyo,,Sailing Women's Windsurfer
F,21,1.69,,JPN,2020,Summer,Tokyo,,Football Women's Football
M,25,,,JPN,2020,Summer,Tokyo,,Water Polo Men's Water Polo
M,31,,,JPN,2020,Summer,Tokyo,,"Wrestling Men's Light-Heavyweight, Greco-Roman"
M,27,,,JPN,2020,Summer,Tokyo,Gold,Judo Men's Extra-Lightweight
M,26,,,JPN,2020,Summer,Tokyo,,Athletics Men's Shot Put
M,24,,,FIJ,2020,Summer,Tokyo,,Judo Men's Extra-Lightweight
M,18,,,ETH,2020,Summer,Tokyo,,Athletics Men's Shot Put
F,22,1.65,,JPN,2020,Summer,Tokyo,,Rhythmic Gymnastics Women's Group
M,20,,,GHA,2020,Summer,Tokyo,Bronze,Boxing Men's Light-Welterweight
F,16,1.72,,GHA,2020,Summer,Tokyo,,Swimming Women's 100 metres Backstroke
M,32,,,EGY,2020,Summer,Tokyo,,Men's Equestrian
M,27,1.95,,GEO,2020,Summer,Tokyo,Gold,Weightlifting Men's Lightweight
F,26,1.88,,AUS,2020,Summer,Tokyo,,Basketball Women's Basketball
M,21,1.72,,PAK,2020,Summer,Tokyo,,Weightlifting Men's Lightweight
F,22,,,HKG,2020,Summer,Tokyo,,Swimming Women's 100 metres Backstroke
M,14,,,JPN,2020,Summer,Tokyo,,Diving Men's Platform
M,16,,,COK,2020,Summer,Tokyo,,Men's Canoe Sprint
M,28,,,ITA,2020,Summer,Tokyo,Gold,Athletics Men's Shot Put
M,32,1.78,,AUS,2020,Summer,Tokyo,,Men's Canoe Sprint
F,33,1.61,,BRA,2020,Summer,Tokyo,,Football Women's Football
F,29,,,JPN,2020,Summer,Tokyo,,"Fencing Women's epee, Individual"
F,27,,,MAS,2020,Summer,Tokyo,,Golf Women's Individual
F,30,,,BEL,2020,Summer,Tokyo,,Badminton Women's Singles
F,21,,,SGP,2020,Summer,Tokyo,,"Shooting Women's Air Rifle, 10 metres"
F,20,1.7,,SGP,2020,Summer,Tokyo,,Women's Artistic Gymnastics
F,27,,,TPE,2020,Summer,Tokyo,,Archery Women's Individual
F,31,,,JPN,2020,Summer,Tokyo,,Handball Women's Handball
M,22,1.8,,JPN,2020,Summer,Tokyo,,Football Men's Football
M,29,1.92,,JPN,2020,Summer,Tokyo,,Basketball Men's Basketball
F,23,,,JPN,2020,Summer,Tokyo,,Hockey Women's Hockey
M,25,1.77,,JPN,2020,Summer,Tokyo,,Hockey Men's Hockey
M,32,,,JPN,2020,Summer,Tokyo,,Hockey Men's Hockey
M,32,1.88,,JPN,2020,Summer,Tokyo,Gold,Men's Baseball/Softball
F,26,1.64,,JPN,2020,Summer,Tokyo,,Football Women's Football
F,21,,,JPN,2020,Summer,Tokyo,,Athletics Women's 100 metres
M,27,,,JPN,2020,Summer,Tokyo,Bronze,Boxing Men's Light-Welterweight
M,28,,,JPN,2020,Summer,Tokyo,,Hockey Men's Hockey
M,35,,,JPN,2020,Summer,Tokyo,,Men's Equestrian
M,31,,,JPN,2020,Summer,Tokyo,,Water Polo Men's Water Polo
M,29,,,RSA,2020,Summer,Tokyo,,Swimming Men's 400 metres Freestyle
M,24,,,GBR,2020,Summer,Tokyo,,Men's Cycling Track
M,24,1.74,,TPE,2020,Summer,Tokyo,,Men's Artistic Gymnastics
M,19,,,TPE,2020,Summer,Tokyo,Silver,Archery Men's Individual
M,25,,,HKG,2020,Summer,Tokyo,,Badminton Men's Singles
F,22,1.73,,CHN,2020,Summer,Tokyo,,Rugby Sevens Women's Rugby Sevens
F,17,,,CHN,2020,Summer,Tokyo,Gold,Swimming Women's 100 metres Backstroke
F,16,,,CHN,2020,Summer,Tokyo,,Swimming Women's 100 metres Backstroke
F,17,,,CHN,2020,Summer,Tokyo,Silver,Women's Artistic Gymnastics
M,25,,,CHN,2020,Summer,Tokyo,,Athletics Men's Shot Put
M,20,1.9,,JPN,2020,Summer,Tokyo,,Football Men's Football
F,17,1.59,,JPN,2020,Summer,Tokyo,,Swimming Women's 100 metres Backstroke
M,20,,,NZL,2020,Summer,Tokyo,,Athletics Men's Shot Put
F,18,,,CHI,2020,Summer,Tokyo,,Women's Skateboarding
M,25,,,FIN,2020,Summer,Tokyo,,Sailing Men's Two Person Dinghy
F,26,,,JAM,2020,Summer,Tokyo,Bronze,Athletics Women's 100 metres
F,30,,,AUS,2020,Summer,Tokyo,,Table Tennis Women's Singles
F,26,1.75,,USA,2020,Summer,Tokyo,,Rugby Sevens Women's Rugby Sevens
F,26,1.73,,FRA,2020,Summer,Tokyo,Silver,Rowing Women's Coxless Pairs
M,25,,,ROC,2020,Summer,Tokyo,,Swimming Men's 400 metres Freestyle
M,24,,,ARG,2020,Summer,Tokyo,,Hockey Men's Hockey
M,24,,,PAK,2020,Summer,Tokyo,,Swimming Men's 400 metres Freestyle
M,23,1.76,,KSA,2020,Summer,Tokyo,,Football Men's Football
M,20,1.97,,ROU,2020,Summer,Tokyo,,Football Men's Football
M,23,1.78,,MDA,2020,Summer,Tokyo,Bronze,Men's Canoe Sprint
F,27,1.71,,ESP,2020,Summer,Tokyo,Silver,Water Polo Women's Water Polo
M,30,,,NZL,2020,Summer,Tokyo,,Hockey Men's Hockey
M,35,,,NZL,2020,Summer,Tokyo,,Men's Equestrian
F,23,1.65,,BUL,2020,Summer,Tokyo,,Rhythmic Gymnastics Women's Group
F,29,1.73,,JPN,2020,Summer,Tokyo,,Volleyball Women's Volleyball
F,26,,,JPN,2020,Summer,Tokyo,Silver,Judo Women's Half-Middleweight
M,30,,,GER,2020,Summer,Tokyo,Bronze,Men's Canoe Slalom
M,29,,,UZB,2020,Summer,Tokyo,,"Wrestling Men's Light-Heavyweight, Greco-Roman"
F,28,,,TUR,2020,Summer,Tokyo,,Taekwondo Women's Flyweight
F,23,1.69,,ROC,2020,Summer,Tokyo,Silver,Rhythmic Gymnastics Women's Group
M,22,2.01,,USA,2020,Summer,Tokyo,Gold,Basketball Men's Basketball
F,25,,,NED,2020,Summer,Tokyo,,Women's Cycling Mountain Bike
M,37,,,TGA,2020,Summer,Tokyo,,Taekwondo Men's Flyweight
F,38,1.82,,USA,2020,Summer,Tokyo,Gold,Basketball Women's Basketball
F,26,,,STP,2020,Summer,Tokyo,,Athletics Women's 100 metres
F,21,1.68,,THA,2020,Summer,Tokyo,,Golf Women's Individual
F,30,,,ARG,2020,Summer,Tokyo,,Sailing Women's Windsurfer
F,27,,,FRA,2020,Summer,Tokyo,,Athletics Women's 100 metres
M,23,1.77,,EGY,2020,Summer,Tokyo,,Football Men's Football
F,20,,,ETH,2020,Summer,Tokyo,,Athletics Women's 100 metres
M,28,,,CAN,2020,Summer,Tokyo,,Men's Canoe Slalom
M,21,,,JAM,2020,Summer,Tokyo,,Athletics Men's Shot Put
F,26,1.82,,GBR,2020,Summer,Tokyo,,Rowing Women's Coxless Pairs
M,30,,,USA,2020,Summer,Tokyo,Gold,"Wrestling Men's Light-Heavyweight, Greco-Roman"
F,24,,,AUS,2020,Summer,Tokyo,,Hockey Women's Hockey
F,26,,,GBR,2020,Summer,Tokyo,Silver,Triathlon Women's Olympic Distance
F,26,,,GBR,2020,Summer,Tokyo,Gold,Triathlon Women's Olympic Distance
F,25,,,FRA,2020,Summer,Tokyo,,Weightlifting Women's Super-Heavyweight
M,25,,,EOR,2020,Summer,Tokyo,,Weightlifting Men's Lightweight
F,29,1.89,,FRA,2020,Summer,Tokyo,Bronze,Basketball Women's Basketball
F,25,,,CIV,2020,Summer,Tokyo,,Swimming Women's 100 metres Backstroke
M,26,,,GER,2020,Summer,Tokyo,,Men's Equestrian
M,21,,,ETH,2020,Summer,Tokyo,,Athletics Men's Shot Put
M,28,,,ISR,2020,Summer,Tokyo,,Athletics Men's Shot Put
F,26,,,ISR,2020,Summer,Tokyo,,Athletics Women's 100 metres
F,25,,,ETH,2020,Summer,Tokyo,,Athletics Women's 100 metres
F,25,,,INA,2020,Summer,Tokyo,,Athletics Women's 100 metres
F,24,,,FIN,2020,Summer,Tokyo,,Swimming Women's 100 metres Backstroke
M,24,,,BRA,2020,Summer,Tokyo,Bronze,Boxing Men's Light-Welterweight
M,31,1.92,,BRA,2020,Summer,Tokyo,,Handball Men's Handball
M,32,1.88,,BRA,2020,Summer,Tokyo,,Handball Men's Handball
F,35,,,PER,2020,Summer,Tokyo,,Athletics Women's 100 metres
F,26,,,ARG,2020,Summer,Tokyo,,Sailing Women's Windsurfer
F,21,,,TUR,2020,Summer,Tokyo,,Athletics Women's 100 metres
M,25,,,HUN,2020,Summer,Tokyo,,Swimming Men's 400 metres Freestyle
F,18,,,ISR,2020,Summer,Tokyo,,Rhythmic Gymnastics Women's Group
M,26,,,BRA,2020,Summer,Tokyo,,Athletics Men's Shot Put
F,33,1.74,,GBR,2020,Summer,Tokyo,,Football Women's Football
F,25,,,GRE,2020,Summer,Tokyo,,Judo Women's Half-Middleweight
F,22,1.54,,ZAM,2020,Summer,Tokyo,,Football Women's Football
M,30,,,UKR,2020,Summer,Tokyo,,"Wrestling Men's Light-Heavyweight, Greco-Roman"
M,22,,,KAZ,2020,Summer,Tokyo,,Boxing Men's Light-Welterweight
F,25,,,ROC,2020,Summer,Tokyo,,Swimming Women's 100 metres Backstroke
M,21,,,AUS,2020,Summer,Tokyo,Bronze,Swimming Men's 400 metres Freestyle
M,21,,,AUS,2020,Summer,Tokyo,Bronze,Swimming Men's 400 metres Freestyle
F,25,,,CAN,2020,Summer,Tokyo,,Sailing Women's Windsurfer
M,27,,,CRC,2020,Summer,Tokyo,,Men's Cycling BMX Freestyle
F,30,,,FIN,2020,Summer,Tokyo,,Sailing Women's Windsurfer
F,24,,,ECU,2020,Summer,Tokyo,,Athletics Women's 100 metres
M,22,,,GRE,2020,Summer,Tokyo,Gold,Athletics Men's Shot Put
M,17,,,BHU,2020,Summer,Tokyo,,Swimming Men's 400 metres Freestyle
M,26,,,ROU,2020,Summer,Tokyo,,"Fencing Men's Foil, Individual"
F,30,,,JPN,2020,Summer,Tokyo,,Athletics Women's 100 metres
F,26,1.66,,JPN,2020,Summer,Tokyo,,Swimming Women's 100 metres Backstroke
M,43,,,COL,2020,Summer,Tokyo,,Men's Equestrian
M,40,,,JPN,2020,Summer,Tokyo,,Diving Men's Platform
F,28,,,SLO,2020,Summer,Tokyo,,Women's Canoe Slalom
F,28,,,UKR,2020,Summer,Tokyo,Silver,Women's Karate
F,33,,,BLR,2020,Summer,Tokyo,,Athletics Women's 100 metres
F,29,,,NED,2020,Summer,Tokyo,,Women's Cycling Mountain Bike
F,23,,,FIN,2020,Summer,Tokyo,,Athletics Women's 100 metres
M,22,,,MNE,2020,Summer,Tokyo,,Water Polo Men's Water Polo
M,30,1.86,,CZE,2020,Summer,Tokyo,,Athletics Men's Shot Put
F,21,,,ERI,2020,Summer,Tokyo,,Athletics Women's 100 metres
M,20,,,FRA,2020,Summer,Tokyo,,Swimming Men's 400 metres Freestyle
F,16,,,FRA,2020,Summer,Tokyo,,Swimming Women's 100 metres Backstroke
M,26,2.08,,ITA,2020,Summer,Tokyo,,Basketball Men's Basketball
F,23,1.74,,ITA,2020,Summer,Tokyo,Bronze,Boxing Women's Flyweight
F,19,1.57,,IND,2020,Summer,Tokyo,,Hockey Women's Hockey
F,18,,,LTU,2020,Summer,Tokyo,,Swimming Women's 100 metres Backstroke
M,23,1.81,,GER,2020,Summer,Tokyo,,Football Men's Football
M,21,,,ARM,2020,Summer,Tokyo,,"Wrestling Men's Light-Heavyweight, Greco-Roman"
F,26,,,NZL,2020,Summer,Tokyo,,Rowing Women's Coxless Pairs
M,26,,,VIE,2020,Summer,Tokyo,,Weightlifting Men's Lightweight
M,25,1.79,,IND,2020,Summer,Tokyo,,Sailing Men's Two Person Dinghy
M,24,1.8,,COM,2020,Summer,Tokyo,,Judo Men's Extra-Lightweight
M,27,1.79,,FRA,2020,Summer,Tokyo,,Football Men's Football
M,23,,,BOT,2020,Summer,Tokyo,Bronze,Athletics Men's Shot Put
F,21,,,MYA,2020,Summer,Tokyo,,Badminton Women's Singles
F,26,,,BEL,2020,Summer,Tokyo,Gold,Athletics Women's 100 metres
F,22,1.67,,THA,2020,Summer,Tokyo,,Women's Canoe Sprint
F,24,,,CAN,2020,Summer,Tokyo,,Boxing Women's Flyweight
F,29,,,FRA,2020,Summer,Tokyo,Silver,"Fencing Women's epee, Individual"
M,21,1.86,,SUI,2020,Summer,Tokyo,,Men's Cycling Track
M,23,1.92,,CAN,2020,Summer,Tokyo,,Rugby Sevens Men's Rugby Sevens
F,36,1.73,,GER,2020,Summer,Tokyo,,Rowing Women's Coxless Pairs
M,26,2.05,,GER,2020,Summer,Tokyo,,Basketball Men's Basketball
M,45,,,GER,2020,Summer,Tokyo,,Men's Equestrian
M,30,1.78,,SUI,2020,Summer,Tokyo,,Men's Cycling Track
F,25,1.85,,USA,2020,Summer,Tokyo,,Rowing Women's Coxless Pairs
M,23,2.06,,GER,2020,Summer,Tokyo,,Beach Volleyball Men's Beach Volleyball
F,30,,,GBR,2020,Summer,Tokyo,,Swimming Women's 100 metres Backstroke
M,25,1.78,,FRA,2020,Summer,Tokyo,Bronze,Men's Cycling Track
M,21,,,JAM,2020,Summer,Tokyo,,Athletics Men's Shot Put
M,36,,,BAH,2020,Summer,Tokyo,,Athletics Men's Shot Put
M,24,,,NZL,2020,Summer,Tokyo,,Hockey Men's Hockey
F,19,1.78,,NZL,2020,Summer,Tokyo,,Swimming Women's 100 metres Backstroke
F,24,,,USA,2020,Summer,Tokyo,Bronze,Athletics Women's 100 metres
F,24,,,USA,2020,Summer,Tokyo,Silver,Athletics Women's 100 metres
M,34,,,GBR,2020,Summer,Tokyo,,Men's Cycling Road
M,32,1.94,,GBR,2020,Summer,Tokyo,,Rowing Men's Lightweight Double Sculls
M,27,1.78,,USA,2020,Summer,Tokyo,,Golf Men's Individual
F,27,1.73,,USA,2020,Summer,Tokyo,,Rugby Sevens Women's Rugby Sevens
F,31,1.65,,USA,2020,Summer,Tokyo,,Women's Cycling Road
M,31,,,FRA,2020,Summer,Tokyo,,Men's Canoe Slalom
M,24,,,GER,2020,Summer,Tokyo,,Swimming Men's 400 metres Freestyle
F,28,,,JAM,2020,Summer,Tokyo,,Athletics Women's 100 metres
F,24,1.67,,AUS,2020,Summer,Tokyo,,Women's Artistic Swimming
M,30,1.95,,USA,2020,Summer,Tokyo,,Rugby Sevens Men's Rugby Sevens
F,28,,,TTO,2020,Summer,Tokyo,,Swimming Women's 100 metres Backstroke
M,39,,,GBR,2020,Summer,Tokyo,,Athletics Men's Shot Put
M,24,,,USA,2020,Summer,Tokyo,,Athletics Men's Shot Put
F,23,1.93,,USA,2020,Summer,Tokyo,Gold,Volleyball Women's Volleyball
M,23,,,USA,2020,Summer,Tokyo,,"Fencing Men's Foil, Individual"
M,23,1.93,,GBR,2020,Summer,Tokyo,,Athletics Men's Shot Put
F,25,1.8,,USA,2020,Summer,Tokyo,,Golf Women's Individual
F,23,1.72,,AUS,2020,Summer,Tokyo,Bronze,Rowing Women's Coxless Pairs
M,35,,,TTO,2020,Summer,Tokyo,,Athletics Men's Shot Put
F,24,,,JAM,2020,Summer,Tokyo,,Athletics Women's 100 metres
F,28,,,JAM,2020,Summer,Tokyo,Gold,Athletics Women's 100 metres
F,28,,,JAM,2020,Summer,Tokyo,Gold,Athletics Women's 100 metres
F,28,,,JAM,2020,Summer,Tokyo,Gold,Athletics Women's 100 metres
F,23,1.69,,GBR,2020,Summer,Tokyo,,Rugby Sevens Women's Rugby Sevens
F,22,1.81,,SWE,2020,Summer,Tokyo,,Handball Women's Handball
M,18,,,HKG,2020,Summer,Tokyo,,Men's Marathon Swimming
M,23,,,CAN,2020,Summer,Tokyo,,Swimming Men's 400 metres Freestyle
F,33,1.93,,GBR,2020,Summer,Tokyo,,Rowing Women's Coxless Pairs
F,22,,,NZL,2020,Summer,Tokyo,,Triathlon Women's Olympic Distance
F,19,1.68,,GBR,2020,Summer,Tokyo,,Women's Artistic Swimming
F,22,1.6,,NED,2020,Summer,Tokyo,,Women's Artistic Gymnastics
F,24,,,AUS,2020,Summer,Tokyo,Bronze,Swimming Women's 100 metres Backstroke
F,24,,,AUS,2020,Summer,Tokyo,Bronze,Swimming Women's 100 metres Backstroke
F,24,,,AUS,2020,Summer,Tokyo,Gold,Swimming Women's 100 metres Backstroke
M,23,1.96,,AUS,2020,Summer,Tokyo,Bronze,Basketball Men's Basketball
F,29,,,DEN,2020,Summer,Tokyo,,Badminton Women's Singles
M,22,1.88,,USA,2020,Summer,Tokyo,,Tennis Men's Doubles
F,23,,,ISR,2020,Summer,Tokyo,,Sailing Women's Windsurfer
F,23,,,IRL,2020,Summer,Tokyo,,Hockey Women's Hockey
F,27,1.83,,GBR,2020,Summer,Tokyo,,Sailing Women's Windsurfer
M,19,1.86,,CIV,2020,Summer,Tokyo,,Football Men's Football
F,37,1.58,,TPE,2020,Summer,Tokyo,,"Shooting Women's Air Rifle, 10 metres"
M,26,,,AUS,2020,Summer,Tokyo,,Athletics Men's Shot Put
F,16,,,COK,2020,Summer,Tokyo,,Women's Canoe Sprint
M,22,1.9,,ROU,2020,Summer,Tokyo,Silver,Rowing Men's Lightweight Double Sculls
M,23,,,COL,2020,Summer,Tokyo,,"Wrestling Men's Light-Heavyweight, Greco-Roman"
M,25,1.87,,QAT,2020,Summer,Tokyo,Bronze,Beach Volleyball Men's Beach Volleyball
M,44,,,BLR,2020,Summer,Tokyo,,Athletics Men's Shot Put
M,24,1.7,,AZE,2020,Summer,Tokyo,,Men's Artistic Gymnastics
M,22,,,EST,2020,Summer,Tokyo,,Athletics Men's Shot Put
M,19,1.7,,AUS,2020,Summer,Tokyo,,Football Men's Football
M,30,2,,FRA,2020,Summer,Tokyo,Gold,Volleyball Men's Volleyball
F,24,1.82,,ROU,2020,Summer,Tokyo,,Rowing Women's Coxless Pairs
M,23,1.8,,CIV,2020,Summer,Tokyo,,Football Men's Football
F,29,1.68,,POR,2020,Summer,Tokyo,,Judo Women's Half-Middleweight
F,33,,,ROC,2020,Summer,Tokyo,,Water Polo Women's Water Polo
F,22,,,ROC,2020,Summer,Tokyo,,Diving Women's Platform
F,30,1.65,,FIJ,2020,Summer,Tokyo,Bronze,Rugby Sevens Women's Rugby Sevens
M,27,,,MAR,2020,Summer,Tokyo,,Athletics Men's Shot Put
F,18,1.54,,TPE,2020,Summer,Tokyo,,Women's Artistic Gymnastics
M,21,,,AUS,2020,Summer,Tokyo,,Athletics Men's Shot Put
M,56,,,AUS,2020,Summer,Tokyo,,Men's Equestrian
F,18,1.76,,ESP,2020,Summer,Tokyo,,Women's Artistic Swimming
F,29,,,NZL,2020,Summer,Tokyo,,"Shooting Women's Air Rifle, 10 metres"
F,27,1.7,,ROC,2020,Summer,Tokyo,,Rugby Sevens Women's Rugby Sevens
F,25,,,KEN,2020,Summer,Tokyo,,Athletics Women's 100 metres
F,16,,,ROC,2020,Summer,Tokyo,Silver,Rhythmic Gymnastics Women's Group
M,28,,,NED,2020,Summer,Tokyo,,Rowing Men's Lightweight Double Sculls
M,28,1.74,,ITA,2020,Summer,Tokyo,Gold,Sailing Men's Two Person Dinghy
M,31,,,LTU,2020,Summer,Tokyo,,Swimming Men's 400 metres Freestyle
F,20,,,AUS,2020,Summer,Tokyo,Gold,Swimming Women's 100 metres Backstroke
F,20,,,AUS,2020,Summer,Tokyo,Gold,Swimming Women's 100 metres Backstroke
F,20,,,AUS,2020,Summer,Tokyo,Bronze,Swimming Women's 100 metres Backstroke
F,20,,,AUS,2020,Summer,Tokyo,Silver,Swimming Women's 100 metres Backstroke
F,22,,,BRA,2020,Summer,Tokyo,,Taekwondo Women's Flyweight
F,18,,,BAR,2020,Summer,Tokyo,,Swimming Women's 100 metres Backstroke
F,21,1.85,,ROU,2020,Summer,Tokyo,,Rowing Women's Coxless Pairs
F,30,,,ISR,2020,Summer,Tokyo,,Athletics Women's 100 metres
M,27,,,SUR,2020,Summer,Tokyo,,Men's Cycling Track
M,25,,,SUR,2020,Summer,Tokyo,,Swimming Men's 400 metres Freestyle
F,26,,,UKR,2020,Summer,Tokyo,,Athletics Women's 100 metres
M,23,,,ROU,2020,Summer,Tokyo,,Athletics Men's Shot Put
M,30,1.72,,GER,2020,Summer,Tokyo,,Men's Artistic Gymnastics
M,43,,,COL,2020,Summer,Tokyo,,"Shooting Men's Small-Bore Rifle, Prone, 50 metres"
M,28,,,JPN,2020,Summer,Tokyo,,Athletics Men's Shot Put
M,26,2.13,,SLO,2020,Summer,Tokyo,,Basketball Men's Basketball
F,23,,,ARG,2020,Summer,Tokyo,Silver,Hockey Women's Hockey
M,26,1.76,,ITA,2020,Summer,Tokyo,,Diving Men's Platform
M,32,1.96,,LAT,2020,Summer,Tokyo,,Beach Volleyball Men's Beach Volleyball
F,20,1.74,,JPN,2020,Summer,Tokyo,Silver,Basketball Women's Basketball
F,27,1.68,,UKR,2020,Summer,Tokyo,,Women's Canoe Sprint
M,29,1.95,,NOR,2020,Summer,Tokyo,,Handball Men's Handball
M,34,2,,DEN,2020,Summer,Tokyo,Silver,Handball Men's Handball
M,27,1.67,,JPN,2020,Summer,Tokyo,,Basketball Men's Basketball
F,26,,,ESP,2020,Summer,Tokyo,,Athletics Women's 100 metres
F,20,,,UZB,2020,Summer,Tokyo,,"Shooting Women's Air Rifle, 10 metres"
