Sex,Age,Height,Weight,NOC,Year,Season,City,Medal,Event
M,39,,,SLO,2020,Summer,Tokyo,,Table Tennis Men's Team
F,20,,,NGR,2020,Summer,Tokyo,,Rowing Women's Coxless Pairs
M,22,,,JPN,2020,Summer,Tokyo,,Handball Men's Handball
M,25,,,JPN,2020,Summer,Tokyo,,Handball Men's Handball
F,24,,,JPN,2020,Summer,Tokyo,,Water Polo Women's Water Polo
M,33,1.84,,JPN,2020,Summer,Tokyo,,"Fencing Men's Foil, Individual"
M,19,,,EGY,2020,Summer,Tokyo,,Archery Men's Individual
M,28,,,BRA,2020,Summer,Tokyo,,"Fencing Men's Foil, Individual"
F,20,1.71,,ESP,2020,Summer,Tokyo,,Women's Artistic Swimming
M,26,1.93,,BRA,2020,Summer,Tokyo,,Handball Men's Handball
M,30,,,ARG,2020,Summer,Tokyo,,Hockey Men's Hockey
F,22,1.67,,USA,2020,Summer,Tokyo,,Rugby Sevens Women's Rugby Sevens
F,21,,,CRO,2020,Summer,Tokyo,,Athletics Women's 100 metres
F,31,1.96,,AUS,2020,Summer,Tokyo,,Basketball Women's Basketball
M,26,,,IND,2020,Summer,Tokyo,,Athletics Men's Shot Put
F,30,1.79,,NOR,2020,Summer,Tokyo,Bronze,Handball Women's Handball
M,19,,,FRA,2020,Summer,Tokyo,,Swimming Men's 400 metres Freestyle
M,31,,,POL,2020,Summer,Tokyo,Gold,Athletics Men's Shot Put
F,27,1.64,,GBR,2020,Summer,Tokyo,Bronze,Hockey Women's Hockey
F,23,,,BRA,2020,Summer,Tokyo,,Swimming Women's 100 metres Backstroke
M,19,1.56,,IND,2020,Summer,Tokyo,,"Shooting Men's Small-Bore Rifle, Prone, 50 metres"
F,38,,,SRB,2020,Summer,Tokyo,,Athletics Women's 100 metres
M,30,,,AUS,2020,Summer,Tokyo,,Water Polo Men's Water Polo
M,26,1.85,,NOR,2020,Summer,Tokyo,Bronze,Sailing Men's Two Person Dinghy
M,26,1.8,,USA,2020,Summer,Tokyo,,Rugby Sevens Men's Rugby Sevens
M,28,,,JPN,2020,Summer,Tokyo,,Men's Canoe Sprint
M,29,1.83,,CZE,2020,Summer,Tokyo,,"Shooting Men's Small-Bore Rifle, Prone, 50 metres"
F,36,1.78,,USA,2020,Summer,Tokyo,,Rowing Women's Coxless Pairs
F,25,,,CRO,2020,Summer,Tokyo,,Taekwondo Women's Flyweight
M,19,1.85,,JPN,2020,Summer,Tokyo,,Men's 3x3 Basketball
F,27,1.67,,JPN,2020,Summer,Tokyo,,Rowing Women's Coxless Pairs
M,22,1.87,,JPN,2020,Summer,Tokyo,,Football Men's Football
M,36,1.81,,JPN,2020,Summer,Tokyo,,Sailing Men's Two Person Dinghy
F,27,,,AUS,2020,Summer,Tokyo,,"Tennis Women's Singles, Covered Courts"
M,33,1.71,,FRA,2020,Summer,Tokyo,,Men's Artistic Gymnastics
F,33,1.87,,HUN,2020,Summer,Tokyo,,Handball Women's Handball
M,37,,,JPN,2020,Summer,Tokyo,,Men's Equestrian
F,25,,,JPN,2020,Summer,Tokyo,Silver,Judo Women's Half-Middleweight
F,25,1.65,,AUS,2020,Summer,Tokyo,,Rugby Sevens Women's Rugby Sevens
M,31,1.83,,FRA,2020,Summer,Tokyo,Gold,Volleyball Men's Volleyball
M,31,,,ITA,2020,Summer,Tokyo,,Athletics Men's Shot Put
F,26,1.78,,ITA,2020,Summer,Tokyo,,Rowing Women's Coxless Pairs
M,27,1.94,,ITA,2020,Summer,Tokyo,,Basketball Men's Basketball
M,26,,,IND,2020,Summer,Tokyo,,Athletics Men's Shot Put
F,25,1.65,,IND,2020,Summer,Tokyo,,Hockey Women's Hockey
F,46,,,AUS,2020,Summer,Tokyo,,Women's Equestrian
F,25,1.56,,JPN,2020,Summer,Tokyo,,Hockey Women's Hockey
F,22,1.7,,KAZ,2020,Summer,Tokyo,,Women's Canoe Sprint
F,26,1.78,,PUR,2020,Summer,Tokyo,,Rowing Women's Coxless Pairs
F,22,1.71,,GBR,2020,Summer,Tokyo,,Diving Women's Platform
M,27,,,POR,2020,Summer,Tokyo,,Men's Equestrian
F,31,1.92,,ESP,2020,Summer,Tokyo,,Basketball Women's Basketball
M,22,,,RSA,2020,Summer,Tokyo,,Rowing Men's Lightweight Double Sculls
M,30,1.8,,ESP,2020,Summer,Tokyo,,Men's Cycling Track
F,26,,,MEX,2020,Summer,Tokyo,,Athletics Women's 100 metres
M,23,,,USA,2020,Summer,Tokyo,Bronze,Men's Karate
M,33,,,CUB,2020,Summer,Tokyo,Gold,Men's Canoe Sprint
F,26,,,PUR,2020,Summer,Tokyo,,Golf Women's Individual
M,27,1.8,,PER,2020,Summer,Tokyo,,Rowing Men's Lightweight Double Sculls
M,23,,,ARG,2020,Summer,Tokyo,,Men's Cycling BMX Racing
M,23,1.8,,ESP,2020,Summer,Tokyo,Silver,Football Men's Football
M,43,,,POR,2020,Summer,Tokyo,,Men's Equestrian
F,21,1.7,,ESP,2020,Summer,Tokyo,,Hockey Women's Hockey
M,21,1.88,,USA,2020,Summer,Tokyo,Silver,Boxing Men's Light-Welterweight
F,28,,,BOL,2020,Summer,Tokyo,,Swimming Women's 100 metres Backstroke
M,21,1.86,,BRA,2020,Summer,Tokyo,,Handball Men's Handball
M,28,,,ESP,2020,Summer,Tokyo,,Athletics Men's Shot Put
M,22,,,ITA,2020,Summer,Tokyo,Gold,Athletics Men's Shot Put
M,23,1.91,,GER,2020,Summer,Tokyo,,Football Men's Football
M,51,,,BRA,2020,Summer,Tokyo,,Men's Equestrian
F,21,1.61,,CRO,2020,Summer,Tokyo,,Women's Canoe Sprint
F,28,1.63,,CAN,2020,Summer,Tokyo,,Diving Women's Platform
M,26,,,HUN,2020,Summer,Tokyo,Bronze,Judo Men's Extra-Lightweight
F,22,,,HUN,2020,Summer,Tokyo,,Athletics Women's 100 metres
M,37,,,SVK,2020,Summer,Tokyo,,Athletics Men's Shot Put
M,31,,,HUN,2020,Summer,Tokyo,,Triathlon Men's Olympic Distance
M,26,1.88,,HUN,2020,Summer,Tokyo,Gold,Men's Canoe Sprint
F,36,,,PNG,2020,Summer,Tokyo,,Weightlifting Women's Super-Heavyweight
F,25,,,FRA,2020,Summer,Tokyo,,Swimming Women's 100 metres Backstroke
M,22,,,TUN,2020,Summer,Tokyo,,Athletics Men's Shot Put
F,21,1.65,,GBR,2020,Summer,Tokyo,,Diving Women's Platform
M,28,,,ISR,2020,Summer,Tokyo,,Swimming Men's 400 metres Freestyle
F,26,1.8,,FRA,2020,Summer,Tokyo,,Women's 3x3 Basketball
F,17,,,GUI,2020,Summer,Tokyo,,Swimming Women's 100 metres Backstroke
M,26,2,,FRA,2020,Summer,Tokyo,Gold,Handball Men's Handball
M,23,1.85,,FRA,2020,Summer,Tokyo,,Football Men's Football
F,26,,,NED,2020,Summer,Tokyo,,Swimming Women's 100 metres Backstroke
M,40,,,FRA,2020,Summer,Tokyo,Bronze,Men's Equestrian
M,38,,,GBR,2020,Summer,Tokyo,Gold,Men's Equestrian
F,31,1.65,,GBR,2020,Summer,Tokyo,Bronze,Hockey Women's Hockey
M,28,,,TKM,2020,Summer,Tokyo,,Weightlifting Men's Lightweight
M,28,,,GER,2020,Summer,Tokyo,,Athletics Men's Shot Put
M,27,,,JAM,2020,Summer,Tokyo,,Athletics Men's Shot Put
F,22,1.68,,BUL,2020,Summer,Tokyo,Gold,Rhythmic Gymnastics Women's Group
M,31,1.9,,CAN,2020,Summer,Tokyo,,Rugby Sevens Men's Rugby Sevens
F,31,,,GER,2020,Summer,Tokyo,Bronze,Judo Women's Half-Middleweight
M,29,,,SLO,2020,Summer,Tokyo,,Taekwondo Men's Flyweight
M,28,,,CYP,2020,Summer,Tokyo,,Athletics Men's Shot Put
F,21,,,CIV,2020,Summer,Tokyo,,Taekwondo Women's Flyweight
F,35,,,ITA,2020,Summer,Tokyo,,Athletics Women's 100 metres
M,30,,,SLO,2020,Summer,Tokyo,,Men's Cycling Road
F,19,,,BLR,2020,Summer,Tokyo,,Women's Artistic Gymnastics
F,32,,,ARG,2020,Summer,Tokyo,,Sailing Women's Windsurfer
F,21,,,FRA,2020,Summer,Tokyo,,Women's Artistic Swimming
F,21,,,FRA,2020,Summer,Tokyo,,Women's Artistic Swimming
F,27,,,ITA,2020,Summer,Tokyo,,Athletics Women's 100 metres
F,28,1.78,,BUL,2020,Summer,Tokyo,,Table Tennis Women's Singles
M,23,,,ALG,2020,Summer,Tokyo,,Athletics Men's Shot Put
F,23,,,ARG,2020,Summer,Tokyo,Silver,Hockey Women's Hockey
M,22,,,AUS,2020,Summer,Tokyo,,Athletics Men's Shot Put
M,23,,,GER,2020,Summer,Tokyo,Silver,Judo Men's Extra-Lightweight
M,23,,,GER,2020,Summer,Tokyo,Bronze,Judo Men's Extra-Lightweight
M,26,1.86,,ESP,2020,Summer,Tokyo,,Sailing Men's Two Person Dinghy
M,18,,,UKR,2020,Summer,Tokyo,,Swimming Men's 400 metres Freestyle
F,27,,,ITA,2020,Summer,Tokyo,,Athletics Women's 100 metres
F,25,,,GER,2020,Summer,Tokyo,,Athletics Women's 100 metres
F,30,,,SLO,2020,Summer,Tokyo,Silver,Judo Women's Half-Middleweight
M,36,,,CZE,2020,Summer,Tokyo,,Men's Equestrian
F,23,,,VIE,2020,Summer,Tokyo,,Taekwondo Women's Flyweight
M,22,,,LTU,2020,Summer,Tokyo,,Athletics Men's Shot Put
F,31,,,POL,2020,Summer,Tokyo,,"Fencing Women's epee, Individual"
F,25,,,CAN,2020,Summer,Tokyo,,Badminton Women's Singles
M,32,,,UKR,2020,Summer,Tokyo,,"Shooting Men's Small-Bore Rifle, Prone, 50 metres"
F,29,,,HKG,2020,Summer,Tokyo,,Badminton Women's Singles
F,23,,,ETH,2020,Summer,Tokyo,Bronze,Athletics Women's 100 metres
M,24,,,MGL,2020,Summer,Tokyo,Bronze,Judo Men's Extra-Lightweight
M,30,,,MGL,2020,Summer,Tokyo,,Athletics Men's Shot Put
M,38,,,GRE,2020,Summer,Tokyo,,Athletics Men's Shot Put
F,24,,,BLR,2020,Summer,Tokyo,,Athletics Women's 100 metres
M,23,1.84,,BLR,2020,Summer,Tokyo,,Sailing Men's Two Person Dinghy
F,26,,,AUS,2020,Summer,Tokyo,,Women's Baseball/Softball
F,22,1.72,,BLR,2020,Summer,Tokyo,,Rhythmic Gymnastics Women's Group
M,22,1.95,,GRE,2020,Summer,Tokyo,,Tennis Men's Doubles
M,24,,,NED,2020,Summer,Tokyo,,Judo Men's Extra-Lightweight
M,23,,,BLR,2020,Summer,Tokyo,,Swimming Men's 400 metres Freestyle
F,24,,,MGL,2020,Summer,Tokyo,,"Wrestling Women's Light-Heavyweight, Freestyle"
F,23,1.59,,MGL,2020,Summer,Tokyo,,"Shooting Women's Air Rifle, 10 metres"
F,47,1.69,,GRE,2020,Summer,Tokyo,,Sailing Women's Windsurfer
M,35,,,BRA,2020,Summer,Tokyo,,Table Tennis Men's Team
M,22,,,JPN,2020,Summer,Tokyo,,Athletics Men's Shot Put
F,21,,,JPN,2020,Summer,Tokyo,,"Fencing Women's epee, Individual"
F,23,,,JPN,2020,Summer,Tokyo,,Women's Artistic Swimming
M,24,,,JPN,2020,Summer,Tokyo,,Badminton Men's Singles
M,30,,,BLR,2020,Summer,Tokyo,,Swimming Men's 400 metres Freestyle
F,23,,,JPN,2020,Summer,Tokyo,,Athletics Women's 100 metres
F,23,1.54,,JPN,2020,Summer,Tokyo,,Rugby Sevens Women's Rugby Sevens
F,19,,,JPN,2020,Summer,Tokyo,Bronze,Women's Surfing
M,22,,,FRA,2020,Summer,Tokyo,,Athletics Men's Shot Put
F,19,1.6,,USA,2020,Summer,Tokyo,Silver,"Shooting Women's Air Rifle, 10 metres"
F,20,,,PER,2020,Summer,Tokyo,,Sailing Women's Windsurfer
M,26,,,PER,2020,Summer,Tokyo,,Men's Surfing
M,23,1.97,,ROU,2020,Summer,Tokyo,Silver,Rowing Men's Lightweight Double Sculls
F,34,,,KEN,2020,Summer,Tokyo,,Athletics Women's 100 metres
M,44,1.93,,NOR,2020,Summer,Tokyo,,Rowing Men's Lightweight Double Sculls
F,22,,,GUM,2020,Summer,Tokyo,,Athletics Women's 100 metres
F,23,,,TUR,2020,Summer,Tokyo,,Athletics Women's 100 metres
F,29,1.77,,NZL,2020,Summer,Tokyo,Gold,Rugby Sevens Women's Rugby Sevens
M,25,1.77,,FIJ,2020,Summer,Tokyo,Gold,Rugby Sevens Men's Rugby Sevens
M,25,1.75,,FIJ,2020,Summer,Tokyo,Gold,Rugby Sevens Men's Rugby Sevens
M,29,,,BIH,2020,Summer,Tokyo,,Athletics Men's Shot Put
M,31,,,NZL,2020,Summer,Tokyo,Silver,Sailing Men's Two Person Dinghy
F,31,,,USA,2020,Summer,Tokyo,,Athletics Women's 100 metres
M,22,,,MGL,2020,Summer,Tokyo,,"Wrestling Men's Light-Heavyweight, Greco-Roman"
F,15,,,TUR,2020,Summer,Tokyo,,Swimming Women's 100 metres Backstroke
F,21,,,INA,2020,Summer,Tokyo,,Badminton Women's Singles
M,23,,,THA,2020,Summer,Tokyo,,Athletics Men's Shot Put
M,24,,,CHN,2020,Summer,Tokyo,,Boxing Men's Light-Welterweight
M,34,1.79,,CAN,2020,Summer,Tokyo,,Hockey Men's Hockey
M,33,1.88,,JPN,2020,Summer,Tokyo,,Rugby Sevens Men's Rugby Sevens
M,26,,,ESP,2020,Summer,Tokyo,,Athletics Men's Shot Put
M,25,,,UZB,2020,Summer,Tokyo,,Judo Men's Extra-Lightweight
F,25,,,UKR,2020,Summer,Tokyo,,Judo Women's Half-Middleweight
M,24,1.96,,FRA,2020,Summer,Tokyo,,Rowing Men's Lightweight Double Sculls
M,24,1.94,,FRA,2020,Summer,Tokyo,,Rowing Men's Lightweight Double Sculls
F,25,,,GBR,2020,Summer,Tokyo,,Athletics Women's 100 metres
M,25,1.8,,AUS,2020,Summer,Tokyo,,Rugby Sevens Men's Rugby Sevens
M,29,1.98,,AUS,2020,Summer,Tokyo,Gold,Rowing Men's Lightweight Double Sculls
F,21,,,UZB,2020,Summer,Tokyo,,Taekwondo Women's Flyweight
M,26,1.92,,UZB,2020,Summer,Tokyo,,Swimming Men's 400 metres Freestyle
M,22,,,UZB,2020,Summer,Tokyo,,Boxing Men's Light-Welterweight
M,29,,,KAZ,2020,Summer,Tokyo,,"Wrestling Men's Light-Heavyweight, Greco-Roman"
M,25,,,GEO,2020,Summer,Tokyo,Silver,Judo Men's Extra-Lightweight
M,31,1.7,,FIJ,2020,Summer,Tokyo,Gold,Rugby Sevens Men's Rugby Sevens
F,22,,,NOR,2020,Summer,Tokyo,,Diving Women's Platform
M,36,,,SVK,2020,Summer,Tokyo,,"Shooting Men's Small-Bore Rifle, Prone, 50 metres"
M,26,1.68,,LTU,2020,Summer,Tokyo,,Men's Artistic Gymnastics
F,31,,,GBR,2020,Summer,Tokyo,,Athletics Women's 100 metres
M,24,,,NED,2020,Summer,Tokyo,Silver,Rowing Men's Lightweight Double Sculls
F,31,,,USA,2020,Summer,Tokyo,,Women's Marathon Swimming
F,33,,,NZL,2020,Summer,Tokyo,Gold,Rowing Women's Coxless Pairs
M,29,,,AUS,2020,Summer,Tokyo,,Archery Men's Individual
M,34,,,UKR,2020,Summer,Tokyo,,Modern Pentathlon Men's Individual
F,27,,,KGZ,2020,Summer,Tokyo,Silver,"Wrestling Women's Light-Heavyweight, Freestyle"
F,19,,,TJK,2020,Summer,Tokyo,,Swimming Women's 100 metres Backstroke
F,19,,,GRE,2020,Summer,Tokyo,,Taekwondo Women's Flyweight
M,31,1.86,,GRE,2020,Summer,Tokyo,,Men's Cycling Road
F,20,,,GUA,2020,Summer,Tokyo,,Weightlifting Women's Super-Heavyweight
M,31,1.62,,JPN,2020,Summer,Tokyo,,Men's Artistic Gymnastics
M,26,1.93,,EST,2020,Summer,Tokyo,,Rowing Men's Lightweight Double Sculls
F,22,1.6,,IND,2020,Summer,Tokyo,,Hockey Women's Hockey
M,33,2.08,,NGR,2020,Summer,Tokyo,,Basketball Men's Basketball
M,23,1.92,,GER,2020,Summer,Tokyo,,Football Men's Football
M,22,1.82,,JPN,2020,Summer,Tokyo,,Football Men's Football
F,28,,,JPN,2020,Summer,Tokyo,,Women's Karate
F,19,,,JPN,2020,Summer,Tokyo,,"Fencing Women's epee, Individual"
F,38,1.74,,JPN,2020,Summer,Tokyo,Gold,Women's Baseball/Softball
F,29,,,GBR,2020,Summer,Tokyo,,Athletics Women's 100 metres
F,31,,,SUI,2020,Summer,Tokyo,,Swimming Women's 100 metres Backstroke
M,25,,,ROC,2020,Summer,Tokyo,Gold,"Wrestling Men's Light-Heavyweight, Greco-Roman"
M,28,,,EST,2020,Summer,Tokyo,,Athletics Men's Shot Put
M,30,,,NED,2020,Summer,Tokyo,Gold,Rowing Men's Lightweight Double Sculls
M,26,,,GBR,2020,Summer,Tokyo,Silver,Athletics Men's Shot Put
F,16,,,NGR,2020,Summer,Tokyo,,Athletics Women's 100 metres
M,22,,,MNE,2020,Summer,Tokyo,,Water Polo Men's Water Polo
M,34,,,KAZ,2020,Summer,Tokyo,,Water Polo Men's Water Polo
M,29,,,DEN,2020,Summer,Tokyo,,Athletics Men's Shot Put
F,29,,,UKR,2020,Summer,Tokyo,,Badminton Women's Singles
M,24,,,MEX,2020,Summer,Tokyo,,Men's Cycling Mountain Bike
M,26,1.87,,NOR,2020,Summer,Tokyo,,Men's Canoe Sprint
M,23,,,GER,2020,Summer,Tokyo,,Swimming Men's 400 metres Freestyle
F,26,1.7,,FIJ,2020,Summer,Tokyo,Bronze,Rugby Sevens Women's Rugby Sevens
F,28,1.64,,FRA,2020,Summer,Tokyo,Silver,Rugby Sevens Women's Rugby Sevens
M,26,,,MGL,2020,Summer,Tokyo,,Judo Men's Extra-Lightweight
M,21,1.71,,KOR,2020,Summer,Tokyo,,Football Men's Football
M,24,,,PNG,2020,Summer,Tokyo,,Boxing Men's Light-Welterweight
M,29,1.73,,JPN,2020,Summer,Tokyo,Gold,Men's Baseball/Softball
M,32,,,HUN,2020,Summer,Tokyo,,Judo Men's Extra-Lightweight
M,18,,,TUR,2020,Summer,Tokyo,,Swimming Men's 400 metres Freestyle
M,27,,,GER,2020,Summer,Tokyo,,Archery Men's Individual
F,32,,,GER,2020,Summer,Tokyo,Bronze,Archery Women's Individual
F,32,1.52,,GBR,2020,Summer,Tokyo,Bronze,Hockey Women's Hockey
M,27,1.55,,IND,2020,Summer,Tokyo,Bronze,Hockey Men's Hockey
F,49,1.55,,USA,2020,Summer,Tokyo,,"Shooting Women's Air Rifle, 10 metres"
F,26,1.69,,IRL,2020,Summer,Tokyo,,Hockey Women's Hockey
F,18,,,JPN,2020,Summer,Tokyo,,Water Polo Women's Water Polo
F,25,,,JPN,2020,Summer,Tokyo,,Athletics Women's 100 metres
M,24,,,SVK,2020,Summer,Tokyo,,Athletics Men's Shot Put
F,25,1.63,,TUR,2020,Summer,Tokyo,,Sailing Women's Windsurfer
M,33,,,COL,2020,Summer,Tokyo,,Men's Cycling Road
F,16,,,ROC,2020,Summer,Tokyo,Gold,Women's Artistic Gymnastics
F,23,1.72,,GBR,2020,Summer,Tokyo,,Rugby Sevens Women's Rugby Sevens
M,27,,,ESP,2020,Summer,Tokyo,,Athletics Men's Shot Put
F,30,,,COL,2020,Summer,Tokyo,,Golf Women's Individual
F,27,1.69,,CHI,2020,Summer,Tokyo,,Football Women's Football
F,34,,,COL,2020,Summer,Tokyo,,Athletics Women's 100 metres
F,27,1.76,,ROU,2020,Summer,Tokyo,,Women's 3x3 Basketball
F,25,,,MEX,2020,Summer,Tokyo,,Women's Baseball/Softball
M,20,1.7,,ARG,2020,Summer,Tokyo,,Football Men's Football
F,27,,,UKR,2020,Summer,Tokyo,,Women's Canoe Slalom
M,32,1.77,,ROC,2020,Summer,Tokyo,,Men's Trampoline Gymnastics
M,23,1.75,,TJK,2020,Summer,Tokyo,,Boxing Men's Light-Welterweight
F,21,1.65,,KAZ,2020,Summer,Tokyo,,Women's Canoe Sprint
F,22,,,ROC,2020,Summer,Tokyo,,Swimming Women's 100 metres Backstroke
F,22,,,ROC,2020,Summer,Tokyo,,Swimming Women's 100 metres Backstroke
M,27,,,TJK,2020,Summer,Tokyo,,Judo Men's Extra-Lightweight
M,33,,,ARG,2020,Summer,Tokyo,,Men's Surfing
F,24,1.58,,JPN,2020,Summer,Tokyo,,Women's Trampoline Gymnastics
M,29,1.9,,JPN,2020,Summer,Tokyo,Gold,"Fencing Men's Foil, Individual"
M,19,,,TUR,2020,Summer,Tokyo,,Athletics Men's Shot Put
M,24,,,NED,2020,Summer,Tokyo,,Men's Cycling Mountain Bike
M,30,,,CZE,2020,Summer,Tokyo,Silver,Athletics Men's Shot Put
M,25,,,HUN,2020,Summer,Tokyo,,Sailing Men's Two Person Dinghy
F,16,,,BEL,2020,Summer,Tokyo,,Women's Artistic Gymnastics
M,19,1.91,,IRI,2020,Summer,Tokyo,,Basketball Men's Basketball
M,25,,,FRA,2020,Summer,Tokyo,,Athletics Men's Shot Put
M,31,1.84,,ARG,2020,Summer,Tokyo,,Handball Men's Handball
F,22,,,ISR,2020,Summer,Tokyo,,Athletics Women's 100 metres
M,21,,,FIJ,2020,Summer,Tokyo,,Swimming Men's 400 metres Freestyle
F,22,,,ROC,2020,Summer,Tokyo,,Water Polo Women's Water Polo
M,28,1.96,,FIJ,2020,Summer,Tokyo,Gold,Rugby Sevens Men's Rugby Sevens
M,28,,,BLR,2020,Summer,Tokyo,,Rowing Men's Lightweight Double Sculls
F,21,1.62,,IND,2020,Summer,Tokyo,,"Shooting Women's Air Rifle, 10 metres"
F,26,,,LTU,2020,Summer,Tokyo,,Rowing Women's Coxless Pairs
F,28,1.61,,CHI,2020,Summer,Tokyo,,Weightlifting Women's Super-Heavyweight
M,43,1.8,,DOM,2020,Summer,Tokyo,Bronze,Men's Baseball/Softball
M,32,,,CUB,2020,Summer,Tokyo,,"Wrestling Men's Light-Heavyweight, Greco-Roman"
M,25,,,PHI,2020,Summer,Tokyo,,"Shooting Men's Small-Bore Rifle, Prone, 50 metres"
F,26,,,MEX,2020,Summer,Tokyo,Bronze,Archery Women's Individual
M,36,1.88,,ISR,2020,Summer,Tokyo,,Men's Baseball/Softball
F,30,,,MEX,2020,Summer,Tokyo,,"Wrestling Women's Light-Heavyweight, Freestyle"
M,33,2,,VEN,2020,Summer,Tokyo,,Volleyball Men's Volleyball
F,32,,,COL,2020,Summer,Tokyo,,Boxing Women's Flyweight
F,26,1.75,,USA,2020,Summer,Tokyo,Bronze,Women's Cycling Track
F,26,1.75,,USA,2020,Summer,Tokyo,Gold,Women's Cycling Track
F,35,1.69,,ESP,2020,Summer,Tokyo,,Weightlifting Women's Super-Heavyweight
F,25,1.66,,FRA,2020,Summer,Tokyo,Gold,Handball Women's Handball
F,30,,,FRA,2020,Summer,Tokyo,,Women's Cycling BMX Racing
F,23,1.74,,SUI,2020,Summer,Tokyo,,Golf Women's Individual
M,23,1.67,,ARG,2020,Summer,Tokyo,,Football Men's Football
M,30,1.82,,DOM,2020,Summer,Tokyo,Bronze,Men's Baseball/Softball
M,32,1.89,,ESP,2020,Summer,Tokyo,Bronze,Men's Cycling Mountain Bike
F,23,,,FRA,2020,Summer,Tokyo,,Athletics Women's 100 metres
M,22,1.89,,FIN,2020,Summer,Tokyo,,Golf Men's Individual
M,22,,,RSA,2020,Summer,Tokyo,,Men's Skateboarding
F,32,,,ESP,2020,Summer,Tokyo,,Swimming Women's 100 metres Backstroke
M,31,,,FRA,2020,Summer,Tokyo,,Archery Men's Individual
M,23,1.8,,ESP,2020,Summer,Tokyo,Silver,Football Men's Football
M,21,,,VEN,2020,Summer,Tokyo,Silver,Weightlifting Men's Lightweight
F,19,,,SMR,2020,Summer,Tokyo,,Swimming Women's 100 metres Backstroke
F,29,,,ITA,2020,Summer,Tokyo,,Athletics Women's 100 metres
M,30,,,CAN,2020,Summer,Tokyo,,Judo Men's Extra-Lightweight
M,20,,,HAI,2020,Summer,Tokyo,,Boxing Men's Light-Welterweight
M,22,,,HUN,2020,Summer,Tokyo,,Men's Cycling Road
M,40,1.77,,ESP,2020,Summer,Tokyo,,Men's Cycling Road
F,29,,,ECU,2020,Summer,Tokyo,,"Wrestling Women's Light-Heavyweight, Freestyle"
F,21,,,HUN,2020,Summer,Tokyo,Bronze,Water Polo Women's Water Polo
M,28,,,HUN,2020,Summer,Tokyo,Bronze,Water Polo Men's Water Polo
F,20,1.75,,HUN,2020,Summer,Tokyo,,Handball Women's Handball
M,26,,,BEL,2020,Summer,Tokyo,Silver,Men's Cycling Road
M,28,,,NED,2020,Summer,Tokyo,,Hockey Men's Hockey
M,29,,,BEL,2020,Summer,Tokyo,Gold,Hockey Men's Hockey
M,35,,,BEL,2020,Summer,Tokyo,,Men's Cycling Road
F,40,,,NED,2020,Summer,Tokyo,,Women's Equestrian
M,28,,,NED,2020,Summer,Tokyo,,Men's Cycling Road
M,29,2.1,,CAN,2020,Summer,Tokyo,,Volleyball Men's Volleyball
F,26,,,USA,2020,Summer,Tokyo,,"Fencing Women's epee, Individual"
F,33,,,CAN,2020,Summer,Tokyo,,Athletics Women's 100 metres
F,25,,,NED,2020,Summer,Tokyo,,Golf Women's Individual
M,23,,,NED,2020,Summer,Tokyo,,Hockey Men's Hockey
F,29,1.6,,NED,2020,Summer,Tokyo,,Football Women's Football
F,20,,,NED,2020,Summer,Tokyo,,Water Polo Women's Water Polo
F,28,1.68,,NED,2020,Summer,Tokyo,,Football Women's Football
F,27,,,BEL,2020,Summer,Tokyo,,Women's Cycling Road
F,23,,,NED,2020,Summer,Tokyo,,Athletics Women's 100 metres
M,32,1.81,,NED,2020,Summer,Tokyo,Gold,Men's Cycling Track
M,25,,,NED,2020,Summer,Tokyo,,Archery Men's Individual
F,24,,,BEL,2020,Summer,Tokyo,,Athletics Women's 100 metres
M,34,,,NED,2020,Summer,Tokyo,,Rowing Men's Lightweight Double Sculls
M,29,,,NED,2020,Summer,Tokyo,,Rowing Men's Lightweight Double Sculls
F,30,,,NED,2020,Summer,Tokyo,Bronze,Women's Cycling Road
F,28,1.78,,NED,2020,Summer,Tokyo,,Football Women's Football
F,30,1.72,,NED,2020,Summer,Tokyo,,Handball Women's Handball
M,29,1.97,,NED,2020,Summer,Tokyo,,Men's 3x3 Basketball
F,24,,,NZL,2020,Summer,Tokyo,,Triathlon Women's Olympic Distance
F,18,1.73,,NZL,2020,Summer,Tokyo,,Football Women's Football
M,30,,,BEL,2020,Summer,Tokyo,,Athletics Men's Shot Put
M,25,,,NED,2020,Summer,Tokyo,,Men's Cycling Mountain Bike
F,27,,,NED,2020,Summer,Tokyo,,Athletics Women's 100 metres
F,29,,,NED,2020,Summer,Tokyo,,Water Polo Women's Water Polo
M,29,,,NED,2020,Summer,Tokyo,,Triathlon Men's Olympic Distance
M,32,,,NED,2020,Summer,Tokyo,Bronze,Men's Equestrian
M,32,,,NED,2020,Summer,Tokyo,,Hockey Men's Hockey
M,22,1.84,,AUS,2020,Summer,Tokyo,Gold,Men's Canoe Sprint
M,24,,,NED,2020,Summer,Tokyo,Silver,Athletics Men's Shot Put
F,25,,,NED,2020,Summer,Tokyo,Bronze,Judo Women's Half-Middleweight
F,27,1.7,,NED,2020,Summer,Tokyo,,Football Women's Football
M,26,,,BEL,2020,Summer,Tokyo,Gold,Hockey Men's Hockey
M,23,,,NED,2020,Summer,Tokyo,,Rowing Men's Lightweight Double Sculls
F,28,,,NED,2020,Summer,Tokyo,,Diving Women's Platform
F,23,,,RSA,2020,Summer,Tokyo,,Athletics Women's 100 metres
M,25,,,NED,2020,Summer,Tokyo,,Triathlon Men's Olympic Distance
